,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20200320,13750,14250,12800,13950,733389
20200319,15200,15500,12700,13350,657063
20200318,15200,16100,14500,14500,436712
20200317,13800,16050,13800,15850,553897
20200316,15500,16150,14400,14400,564001
20200313,14800,15750,13950,15000,746124
20200312,17450,17800,16050,16300,510115
20200311,18800,18950,17300,17750,464677
20200310,18150,18800,18000,18800,248344
20200309,19250,19700,18250,18450,438520
20200306,18600,19850,18500,19600,730158
20200305,18750,19200,18500,18700,252562
20200304,17500,19750,17500,18700,855830
20200303,17500,18000,17250,17500,292603
20200302,16700,17100,16100,17000,336985
20200228,16900,17100,15900,16700,298267
20200227,17950,18100,17100,17200,309213
20200226,18150,18550,17650,18000,267692
20200225,18750,19050,17900,18400,417051
20200224,17950,19300,17950,18500,916346
20200221,17800,18350,17800,18100,166495
20200220,18100,18500,17800,18100,171714
20200219,18050,18100,17450,17950,114726
20200218,18300,18350,17650,18000,228306
20200217,18100,18250,17750,18100,171926
20200214,18200,18200,17550,17900,220833
20200213,18300,18450,17950,18200,207110
20200212,18200,18700,18100,18150,288280
20200211,18900,19200,18050,18300,556726
20200210,16850,19350,16850,19150,970330
20200207,17150,17250,16650,16850,93121
20200206,17000,17150,16800,17000,112858
20200205,17450,17550,16950,17000,129069
20200204,17250,17600,17050,17250,197529
20200203,17150,17700,16850,17250,180029
20200131,17600,17850,17000,17150,123315
20200130,18150,18150,17350,17600,163421
20200129,17350,18300,17200,18050,197311
20200128,17150,17650,16850,17000,219493
20200123,17850,17950,17300,17800,116151
20200122,17700,17900,17550,17850,79800
20200121,17600,17750,17250,17700,104982
20200120,18450,18550,17500,17700,171444
20200117,18450,18850,18200,18450,121830
20200116,18600,18650,18050,18300,125570
20200115,18550,18850,18200,18500,97734
20200114,18650,18800,18250,18500,134620
20200113,17800,19150,17800,18550,391418
20200110,17200,18100,17100,17750,254301
20200109,16350,17350,16350,17200,168359
20200108,16650,16750,15750,16050,123968
20200107,16950,17200,16700,16750,77497
20200106,16650,16950,16250,16950,57715
20200103,17250,17250,16700,16800,110378
20200102,17100,17150,16800,16950,79496
20191230,16500,17000,16500,16950,65800
20191227,16650,16700,16250,16500,77289
20191226,16200,16600,16100,16450,95111
20191224,16600,16800,16100,16100,117560
20191223,17400,17400,16500,16600,166072
20191220,16600,17200,16500,17200,201176
20191219,16750,17150,16500,16550,91880
20191218,16500,16750,16300,16700,80846
20191217,16450,16750,16350,16500,111472
20191216,16500,16500,16050,16300,65724
20191213,16000,16550,15750,16400,224710
20191212,15500,15950,15500,15750,146353
20191211,15400,15700,15350,15450,110218
20191210,15600,15700,15250,15350,126619
20191209,16300,16350,15450,15600,166030
20191206,16100,16350,15900,16100,103878
20191205,16400,16600,16000,16050,106615
20191204,16350,16550,16200,16200,71684
20191203,16100,16750,16100,16350,91064
20191202,16650,17100,16200,16350,95192
20191129,16550,17050,16550,16650,159737
20191128,16650,17400,16500,16550,164126
20191127,16750,16950,16250,16600,151742
20191126,16150,17000,16150,16600,331583
20191125,15250,16500,15250,16150,480082
20191122,14950,15500,14900,15150,128231
20191121,15050,15200,14750,15100,98674
20191120,15050,15300,14950,15050,112804
20191119,15500,15600,14900,15050,180562
20191118,15400,15850,15400,15500,138896
20191115,15800,16050,15350,15400,179303
20191114,16100,16200,15550,15800,124863
20191113,16550,16600,15950,16050,118150
20191112,16400,16650,16200,16600,101306
20191111,16400,16500,15950,16350,188094
20191108,17500,17650,15850,16450,816670
20191107,17500,17700,17200,17600,73484
20191106,17800,18250,17200,17400,170361
20191105,18100,18150,17550,17800,108358
20191104,17500,18250,17300,18000,179936
20191101,17050,17650,16700,17450,230301
20191031,17450,17450,16850,17050,241670
20191030,16800,18100,16800,17250,837882
20191029,16650,17450,16500,16700,271887
20191028,16550,16800,16300,16550,119058
20191025,16500,16500,16200,16400,38607
20191024,16350,16450,16050,16400,59693
20191023,16500,16750,16300,16350,102091
20191022,16450,16500,16100,16350,40422
20191021,16000,16500,16000,16350,60344
20191018,16350,16500,15950,16000,86537
20191017,16700,16950,16100,16300,100075
20191016,16300,16950,16050,16750,161754
20191015,16350,16400,16100,16150,63780
20191014,16250,16550,16000,16350,69639
20191011,16550,16600,15950,16100,109325
20191010,15700,16400,15500,16350,112582
20191008,15600,15900,15500,15700,58138
